Hour,Occurrence Day Of Week,ANZSOC Division,Map Detail Name,ANZSOC Group,Area Unit,Occurrence Hour Of Day,Region,Territorial Authority,Year Month,Mb2014,REGC2014 label,Ta2014 Nam,Number of Victimisations
0,Sun,Theft and Related Offences,Christchurch City,Illegal Use of a Motor Vehicle,Travis Wetland.,0,Canterbury Region,Christchurch City.,1/10/2020,2506401,Canterbury Region,Christchurch City,1
10,Sun,Theft and Related Offences,Christchurch City,Illegal Use of a Motor Vehicle,Ferrymead.,10,Canterbury Region,Christchurch City.,1/10/2020,2589800,Canterbury Region,Christchurch City,1
13,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Riccarton.,13,Canterbury Region,Christchurch City.,1/05/2021,2472800,Canterbury Region,Christchurch City,1
13,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Sydenham.,13,Canterbury Region,Christchurch City.,1/05/2021,2616000,Canterbury Region,Christchurch City,1
13,Wed,Theft and Related Offences,Timaru District,Theft From Retail Premises,Parkside.,13,Canterbury Region,Timaru District.,1/05/2021,2799500,Canterbury Region,Timaru District,1
14,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Cathedral Square.,14,Canterbury Region,Christchurch City.,1/05/2021,2651300,Canterbury Region,Christchurch City,1
14,Sun,Theft and Related Offences,Timaru District,Theft From Retail Premises,Parkside.,14,Canterbury Region,Timaru District.,1/08/2021,2799400,Canterbury Region,Timaru District,1
15,Sun,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Northcote.,15,Canterbury Region,Christchurch City.,1/08/2021,2665000,Canterbury Region,Christchurch City,1
15,Sun,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Riccarton.,15,Canterbury Region,Christchurch City.,1/08/2021,2472800,Canterbury Region,Christchurch City,1
15,Sun,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Shirley East.,15,Canterbury Region,Christchurch City.,1/08/2021,2598900,Canterbury Region,Christchurch City,1
11,Sun,Theft and Related Offences,Christchurch City,Illegal Use of a Motor Vehicle,Hagley Park.,11,Canterbury Region,Christchurch City.,1/10/2020,2676700,Canterbury Region,Christchurch City,1
14,Sun,Theft and Related Offences,Christchurch City,Illegal Use of a Motor Vehicle,Redwood South.,14,Canterbury Region,Christchurch City.,1/10/2020,2508200,Canterbury Region,Christchurch City,1
16,Sun,Theft and Related Offences,Christchurch City,Illegal Use of a Motor Vehicle,Lyttelton.,16,Canterbury Region,Christchurch City.,1/10/2020,2709000,Canterbury Region,Christchurch City,1
20,Sun,Theft and Related Offences,Christchurch City,Illegal Use of a Motor Vehicle,Cathedral Square.,20,Canterbury Region,Christchurch City.,1/10/2020,2649400,Canterbury Region,Christchurch City,1
17,Sat,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Bishopdale.,17,Canterbury Region,Christchurch City.,1/07/2021,2523100,Canterbury Region,Christchurch City,1
17,Sat,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Hagley Park.,17,Canterbury Region,Christchurch City.,1/07/2021,2678800,Canterbury Region,Christchurch City,1
17,Sat,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Harewood.,17,Canterbury Region,Christchurch City.,1/07/2021,2524102,Canterbury Region,Christchurch City,1
17,Sat,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Hornby North.,17,Canterbury Region,Christchurch City.,1/07/2021,2488300,Canterbury Region,Christchurch City,1
14,Mon,Acts Intended to Cause Injury,Christchurch City,Serious Assault Not Resulting in Injury,Cathedral Square.,14,Canterbury Region,Christchurch City.,1/12/2020,2649300,Canterbury Region,Christchurch City,1
12,Mon,Acts Intended to Cause Injury,Christchurch City,Serious Assault Not Resulting in Injury,Bromley.,12,Canterbury Region,Christchurch City.,1/12/2020,2580100,Canterbury Region,Christchurch City,1
14,Mon,Acts Intended to Cause Injury,Christchurch City,Serious Assault Not Resulting in Injury,Mairehau North.,14,Canterbury Region,Christchurch City.,1/01/2021,2507207,Canterbury Region,Christchurch City,1
16,Mon,Acts Intended to Cause Injury,Selwyn District,Serious Assault Resulting in Injury,Rolleston Central.,16,Canterbury Region,Selwyn District.,1/10/2020,2719214,Canterbury Region,Selwyn District,1
16,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Wainoni.,16,Canterbury Region,Christchurch City.,1/04/2021,2569400,Canterbury Region,Christchurch City,1
17,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Bishopdale.,17,Canterbury Region,Christchurch City.,1/04/2021,2523100,Canterbury Region,Christchurch City,1
17,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Mairehau North.,17,Canterbury Region,Christchurch City.,1/04/2021,2507207,Canterbury Region,Christchurch City,1
17,Wed,Theft and Related Offences,Timaru District,Theft From Retail Premises,Highfield.,17,Canterbury Region,Timaru District.,1/04/2021,2788000,Canterbury Region,Timaru District,1
14,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Hoon Hay South.,14,Canterbury Region,Christchurch City.,1/05/2021,2635600,Canterbury Region,Christchurch City,1
14,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Linwood East.,14,Canterbury Region,Christchurch City.,1/05/2021,2566700,Canterbury Region,Christchurch City,1
14,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Northcote.,14,Canterbury Region,Christchurch City.,1/05/2021,2665000,Canterbury Region,Christchurch City,1
15,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Cathedral Square.,15,Canterbury Region,Christchurch City.,1/05/2021,2650500,Canterbury Region,Christchurch City,1
1,Sun,Theft and Related Offences,Christchurch City,Illegal Use of a Motor Vehicle,Broomfield.,1,Canterbury Region,Christchurch City.,1/11/2020,2495101,Canterbury Region,Christchurch City,1
10,Sun,Theft and Related Offences,Christchurch City,Illegal Use of a Motor Vehicle,Upper Riccarton.,10,Canterbury Region,Christchurch City.,1/11/2020,2542500,Canterbury Region,Christchurch City,1
8,Sun,Theft and Related Offences,Christchurch City,Illegal Use of a Motor Vehicle,Hornby South.,8,Canterbury Region,Christchurch City.,1/11/2020,2491300,Canterbury Region,Christchurch City,1
0,Sun,Theft and Related Offences,Christchurch City,Illegal Use of a Motor Vehicle,Avon Loop.,0,Canterbury Region,Christchurch City.,1/12/2020,2654802,Canterbury Region,Christchurch City,1
17,Sat,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Rawhiti.,17,Canterbury Region,Christchurch City.,1/07/2021,2560300,Canterbury Region,Christchurch City,1
18,Sat,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Merrin.,18,Canterbury Region,Christchurch City.,1/07/2021,2530300,Canterbury Region,Christchurch City,1
18,Sat,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Richmond South.,18,Canterbury Region,Christchurch City.,1/07/2021,2693100,Canterbury Region,Christchurch City,1
18,Sat,Theft and Related Offences,Timaru District,Theft From Retail Premises,Parkside.,18,Canterbury Region,Timaru District.,1/07/2021,2799500,Canterbury Region,Timaru District,1
14,Mon,Acts Intended to Cause Injury,Christchurch City,Serious Assault Resulting in Injury,Barrington North.,14,Canterbury Region,Christchurch City.,1/11/2020,2639400,Canterbury Region,Christchurch City,1
14,Mon,Acts Intended to Cause Injury,Christchurch City,Serious Assault Resulting in Injury,Aorangi.,14,Canterbury Region,Christchurch City.,1/12/2020,2668400,Canterbury Region,Christchurch City,1
14,Mon,Acts Intended to Cause Injury,Christchurch City,Serious Assault Resulting in Injury,Aorangi.,14,Canterbury Region,Christchurch City.,1/12/2020,2668900,Canterbury Region,Christchurch City,1
12,Sat,Acts Intended to Cause Injury,Christchurch City,Common Assault,Cathedral Square.,12,Canterbury Region,Christchurch City.,1/09/2020,2651000,Canterbury Region,Christchurch City,1
18,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Richmond South.,18,Canterbury Region,Christchurch City.,1/04/2021,2693100,Canterbury Region,Christchurch City,1
18,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Shirley East.,18,Canterbury Region,Christchurch City.,1/04/2021,2596200,Canterbury Region,Christchurch City,1
18,Wed,Theft and Related Offences,Waimakariri District,Theft From Retail Premises,Rangiora East.,18,Canterbury Region,Waimakariri District.,1/04/2021,2445901,Canterbury Region,Waimakariri District,1
19,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Shirley East.,19,Canterbury Region,Christchurch City.,1/04/2021,2596200,Canterbury Region,Christchurch City,1
15,Sun,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Wainoni.,15,Canterbury Region,Christchurch City.,1/08/2021,2569400,Canterbury Region,Christchurch City,1
15,Sun,Theft and Related Offences,Waimakariri District,Theft From Retail Premises,Rangiora East.,15,Canterbury Region,Waimakariri District.,1/08/2021,2445600,Canterbury Region,Waimakariri District,1
16,Sun,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Cathedral Square.,16,Canterbury Region,Christchurch City.,1/08/2021,2649800,Canterbury Region,Christchurch City,1
16,Sun,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Hornby North.,16,Canterbury Region,Christchurch City.,1/08/2021,2489400,Canterbury Region,Christchurch City,1
15,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Phillipstown.,15,Canterbury Region,Christchurch City.,1/05/2021,2607400,Canterbury Region,Christchurch City,1
15,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Riccarton.,15,Canterbury Region,Christchurch City.,1/05/2021,2472800,Canterbury Region,Christchurch City,1
16,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Belfast.,16,Canterbury Region,Christchurch City.,1/05/2021,2513800,Canterbury Region,Christchurch City,1
16,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Cathedral Square.,16,Canterbury Region,Christchurch City.,1/05/2021,2648900,Canterbury Region,Christchurch City,1
16,Sun,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Middleton.,16,Canterbury Region,Christchurch City.,1/08/2021,2538800,Canterbury Region,Christchurch City,1
16,Sun,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Northcote.,16,Canterbury Region,Christchurch City.,1/08/2021,2665000,Canterbury Region,Christchurch City,1
16,Sun,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Richmond South.,16,Canterbury Region,Christchurch City.,1/08/2021,2693100,Canterbury Region,Christchurch City,1
16,Sun,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Shirley East.,16,Canterbury Region,Christchurch City.,1/08/2021,2596200,Canterbury Region,Christchurch City,1
10,Sun,Theft and Related Offences,Christchurch City,Illegal Use of a Motor Vehicle,Belfast.,10,Canterbury Region,Christchurch City.,1/12/2020,2515108,Canterbury Region,Christchurch City,1
13,Sun,Theft and Related Offences,Selwyn District,Illegal Use of a Motor Vehicle,Rolleston North West.,13,Canterbury Region,Selwyn District.,1/12/2020,2719103,Canterbury Region,Selwyn District,1
4,Sun,Theft and Related Offences,Christchurch City,Illegal Use of a Motor Vehicle,Rawhiti.,4,Canterbury Region,Christchurch City.,1/12/2020,2561700,Canterbury Region,Christchurch City,1
10,Sun,Theft and Related Offences,Christchurch City,Illegal Use of a Motor Vehicle,Yaldhurst.,10,Canterbury Region,Christchurch City.,1/01/2021,2494000,Canterbury Region,Christchurch City,1
16,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Ferrymead.,16,Canterbury Region,Christchurch City.,1/05/2021,2590400,Canterbury Region,Christchurch City,1
16,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Islington.,16,Canterbury Region,Christchurch City.,1/05/2021,2498800,Canterbury Region,Christchurch City,1
16,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Middleton.,16,Canterbury Region,Christchurch City.,1/05/2021,2538800,Canterbury Region,Christchurch City,1
16,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Northcote.,16,Canterbury Region,Christchurch City.,1/05/2021,2665000,Canterbury Region,Christchurch City,1
19,Sat,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Mona Vale.,19,Canterbury Region,Christchurch City.,1/07/2021,2472600,Canterbury Region,Christchurch City,1
19,Sat,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Northcote.,19,Canterbury Region,Christchurch City.,1/07/2021,2665000,Canterbury Region,Christchurch City,1
19,Sat,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Wainoni.,19,Canterbury Region,Christchurch City.,1/07/2021,2569400,Canterbury Region,Christchurch City,1
19,Sat,Theft and Related Offences,Selwyn District,Theft From Retail Premises,Rolleston North East.,19,Canterbury Region,Selwyn District.,1/07/2021,2719304,Canterbury Region,Selwyn District,1
18,Sat,Acts Intended to Cause Injury,Waimakariri District,Common Assault,Rangiora East.,18,Canterbury Region,Waimakariri District.,1/09/2020,2445901,Canterbury Region,Waimakariri District,1
0,Sat,Acts Intended to Cause Injury,Christchurch City,Common Assault,Cathedral Square.,0,Canterbury Region,Christchurch City.,1/10/2020,2651000,Canterbury Region,Christchurch City,1
0,Sat,Acts Intended to Cause Injury,Christchurch City,Common Assault,Merivale.,0,Canterbury Region,Christchurch City.,1/10/2020,2673700,Canterbury Region,Christchurch City,1
2,Sat,Acts Intended to Cause Injury,Christchurch City,Common Assault,Hagley Park.,2,Canterbury Region,Christchurch City.,1/10/2020,2677100,Canterbury Region,Christchurch City,1
19,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Sockburn.,19,Canterbury Region,Christchurch City.,1/04/2021,2476700,Canterbury Region,Christchurch City,1
19,Wed,Theft and Related Offences,Timaru District,Theft From Retail Premises,Parkside.,19,Canterbury Region,Timaru District.,1/04/2021,2799400,Canterbury Region,Timaru District,1
20,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Belfast.,20,Canterbury Region,Christchurch City.,1/04/2021,2513800,Canterbury Region,Christchurch City,1
20,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Cathedral Square.,20,Canterbury Region,Christchurch City.,1/04/2021,2649800,Canterbury Region,Christchurch City,1
16,Wed,Theft and Related Offences,Timaru District,Theft From Retail Premises,Parkside.,16,Canterbury Region,Timaru District.,1/05/2021,2799500,Canterbury Region,Timaru District,1
16,Wed,Theft and Related Offences,Timaru District,Theft From Retail Premises,Seaview.,16,Canterbury Region,Timaru District.,1/05/2021,2795500,Canterbury Region,Timaru District,1
17,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Ferrymead.,17,Canterbury Region,Christchurch City.,1/05/2021,2590400,Canterbury Region,Christchurch City,1
17,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Middleton.,17,Canterbury Region,Christchurch City.,1/05/2021,2538800,Canterbury Region,Christchurch City,1
17,Wed,Theft and Related Offences,Waimakariri District,Theft From Retail Premises,Rangiora East.,17,Canterbury Region,Waimakariri District.,1/05/2021,2445901,Canterbury Region,Waimakariri District,1
21,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Middleton.,21,Canterbury Region,Christchurch City.,1/04/2021,2538800,Canterbury Region,Christchurch City,1
23,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Middleton.,23,Canterbury Region,Christchurch City.,1/04/2021,2538800,Canterbury Region,Christchurch City,1
9,Wed,Theft and Related Offences,Waimakariri District,Theft From Retail Premises,Southbrook.,9,Canterbury Region,Waimakariri District.,1/04/2021,2448905,Canterbury Region,Waimakariri District,1
19,Wed,Theft and Related Offences,Christchurch City,"Theft (Except Motor Vehicles), N.E.C.",Cathedral Square.,19,Canterbury Region,Christchurch City.,1/04/2021,2649400,Canterbury Region,Christchurch City,2
20,Sat,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Cathedral Square.,20,Canterbury Region,Christchurch City.,1/07/2021,2649800,Canterbury Region,Christchurch City,1
20,Sat,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Wainoni.,20,Canterbury Region,Christchurch City.,1/07/2021,2569400,Canterbury Region,Christchurch City,1
21,Sat,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Linwood East.,21,Canterbury Region,Christchurch City.,1/07/2021,2566700,Canterbury Region,Christchurch City,1
7,Sat,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Cathedral Square.,7,Canterbury Region,Christchurch City.,1/07/2021,2649800,Canterbury Region,Christchurch City,1
16,Sun,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Wainoni.,16,Canterbury Region,Christchurch City.,1/08/2021,2569400,Canterbury Region,Christchurch City,1
17,Sun,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Cathedral Square.,17,Canterbury Region,Christchurch City.,1/08/2021,2649300,Canterbury Region,Christchurch City,1
17,Sun,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Northcote.,17,Canterbury Region,Christchurch City.,1/08/2021,2665000,Canterbury Region,Christchurch City,1
17,Sun,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Riccarton.,17,Canterbury Region,Christchurch City.,1/08/2021,2472800,Canterbury Region,Christchurch City,1
8,Sat,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Belfast South.,8,Canterbury Region,Christchurch City.,1/07/2021,2529005,Canterbury Region,Christchurch City,1
8,Sat,Theft and Related Offences,Selwyn District,Theft From Retail Premises,Rolleston North East.,8,Canterbury Region,Selwyn District.,1/07/2021,2719304,Canterbury Region,Selwyn District,1
10,Sat,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Cathedral Square.,10,Canterbury Region,Christchurch City.,1/08/2021,2649800,Canterbury Region,Christchurch City,1
11,Sat,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Northcote.,11,Canterbury Region,Christchurch City.,1/08/2021,2665000,Canterbury Region,Christchurch City,1
12,Sun,Theft and Related Offences,Christchurch City,Illegal Use of a Motor Vehicle,Riccarton South.,12,Canterbury Region,Christchurch City.,1/01/2021,2476400,Canterbury Region,Christchurch City,1
4,Sun,Theft and Related Offences,Timaru District,Illegal Use of a Motor Vehicle,Parkside.,4,Canterbury Region,Timaru District.,1/01/2021,2800200,Canterbury Region,Timaru District,1
6,Sun,Theft and Related Offences,Christchurch City,Illegal Use of a Motor Vehicle,Edgeware.,6,Canterbury Region,Christchurch City.,1/01/2021,2695000,Canterbury Region,Christchurch City,1
8,Sun,Theft and Related Offences,Christchurch City,Illegal Use of a Motor Vehicle,Casebrook.,8,Canterbury Region,Christchurch City.,1/01/2021,2511001,Canterbury Region,Christchurch City,1
14,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Northcote.,14,Canterbury Region,Christchurch City.,1/02/2021,2665000,Canterbury Region,Christchurch City,2
15,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Northcote.,15,Canterbury Region,Christchurch City.,1/02/2021,2665000,Canterbury Region,Christchurch City,2
18,Wed,Theft and Related Offences,Waimakariri District,Theft From Retail Premises,Rangiora East.,18,Canterbury Region,Waimakariri District.,1/02/2021,2445901,Canterbury Region,Waimakariri District,2
13,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Linwood East.,13,Canterbury Region,Christchurch City.,1/03/2021,2566700,Canterbury Region,Christchurch City,2
21,Sat,Acts Intended to Cause Injury,Ashburton District,Common Assault,Rakaia.,21,Canterbury Region,Ashburton District.,1/10/2020,2750200,Canterbury Region,Ashburton District,1
22,Sat,Acts Intended to Cause Injury,Selwyn District,Common Assault,Lincoln.,22,Canterbury Region,Selwyn District.,1/10/2020,2718700,Canterbury Region,Selwyn District,1
23,Sat,Acts Intended to Cause Injury,Christchurch City,Common Assault,Cathedral Square.,23,Canterbury Region,Christchurch City.,1/10/2020,2651300,Canterbury Region,Christchurch City,1
23,Sat,Acts Intended to Cause Injury,Christchurch City,Common Assault,Wharenui.,23,Canterbury Region,Christchurch City.,1/10/2020,2539300,Canterbury Region,Christchurch City,1
18,Sun,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Merivale.,18,Canterbury Region,Christchurch City.,1/09/2020,2675301,Canterbury Region,Christchurch City,1
18,Sun,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Travis Wetland.,18,Canterbury Region,Christchurch City.,1/09/2020,2505204,Canterbury Region,Christchurch City,1
10,Sun,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Bishopdale.,10,Canterbury Region,Christchurch City.,1/10/2020,2522100,Canterbury Region,Christchurch City,1
18,Sun,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Hagley Park.,18,Canterbury Region,Christchurch City.,1/10/2020,2678800,Canterbury Region,Christchurch City,1
18,Sun,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Cathedral Square.,18,Canterbury Region,Christchurch City.,1/08/2021,2649800,Canterbury Region,Christchurch City,1
18,Sun,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Merivale.,18,Canterbury Region,Christchurch City.,1/08/2021,2676500,Canterbury Region,Christchurch City,1
18,Sun,Theft and Related Offences,Christchurch City,Theft From Retail Premises,St Albans East.,18,Canterbury Region,Christchurch City.,1/08/2021,2687700,Canterbury Region,Christchurch City,1
20,Sun,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Linwood East.,20,Canterbury Region,Christchurch City.,1/08/2021,2566700,Canterbury Region,Christchurch City,1
11,Sat,Theft and Related Offences,Kaikoura District,Theft From Retail Premises,Kaikoura Township.,11,Canterbury Region,Kaikoura District.,1/08/2021,2312900,Canterbury Region,Kaikoura District,1
11,Sat,Theft and Related Offences,Timaru District,Theft From Retail Premises,Parkside.,11,Canterbury Region,Timaru District.,1/08/2021,2799700,Canterbury Region,Timaru District,1
12,Sat,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Merrin.,12,Canterbury Region,Christchurch City.,1/08/2021,2530300,Canterbury Region,Christchurch City,1
12,Sat,Theft and Related Offences,Selwyn District,Theft From Retail Premises,Rolleston North East.,12,Canterbury Region,Selwyn District.,1/08/2021,2719317,Canterbury Region,Selwyn District,1
12,Sat,Theft and Related Offences,Waimakariri District,Theft From Retail Premises,Rangiora East.,12,Canterbury Region,Waimakariri District.,1/08/2021,2445600,Canterbury Region,Waimakariri District,1
19,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Linwood East.,19,Canterbury Region,Christchurch City.,1/05/2021,2566700,Canterbury Region,Christchurch City,1
19,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Northcote.,19,Canterbury Region,Christchurch City.,1/05/2021,2665000,Canterbury Region,Christchurch City,1
20,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Ferrymead.,20,Canterbury Region,Christchurch City.,1/05/2021,2590400,Canterbury Region,Christchurch City,1
21,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Linwood East.,21,Canterbury Region,Christchurch City.,1/05/2021,2566700,Canterbury Region,Christchurch City,1
13,Sat,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Cathedral Square.,13,Canterbury Region,Christchurch City.,1/08/2021,2649300,Canterbury Region,Christchurch City,1
14,Sat,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Addington.,14,Canterbury Region,Christchurch City.,1/08/2021,2659700,Canterbury Region,Christchurch City,1
14,Sat,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Casebrook.,14,Canterbury Region,Christchurch City.,1/08/2021,2511900,Canterbury Region,Christchurch City,1
14,Sat,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Cathedral Square.,14,Canterbury Region,Christchurch City.,1/08/2021,2649300,Canterbury Region,Christchurch City,1
20,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Linwood East.,20,Canterbury Region,Christchurch City.,1/03/2021,2566700,Canterbury Region,Christchurch City,2
12,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Linwood East.,12,Canterbury Region,Christchurch City.,1/04/2021,2566700,Canterbury Region,Christchurch City,2
14,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Linwood East.,14,Canterbury Region,Christchurch City.,1/04/2021,2566700,Canterbury Region,Christchurch City,2
15,Wed,Theft and Related Offences,Waimakariri District,Theft From Retail Premises,Rangiora East.,15,Canterbury Region,Waimakariri District.,1/04/2021,2445901,Canterbury Region,Waimakariri District,2
16,Sat,Acts Intended to Cause Injury,Christchurch City,Common Assault,Casebrook.,16,Canterbury Region,Christchurch City.,1/01/2021,2511900,Canterbury Region,Christchurch City,1
17,Sat,Acts Intended to Cause Injury,Timaru District,Common Assault,Seaview.,17,Canterbury Region,Timaru District.,1/01/2021,2792400,Canterbury Region,Timaru District,1
18,Sat,Acts Intended to Cause Injury,Christchurch City,Common Assault,Papanui.,18,Canterbury Region,Christchurch City.,1/01/2021,2663100,Canterbury Region,Christchurch City,1
21,Sat,Acts Intended to Cause Injury,Christchurch City,Common Assault,St Martins.,21,Canterbury Region,Christchurch City.,1/01/2021,2626200,Canterbury Region,Christchurch City,1
3,Sun,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Yaldhurst.,3,Canterbury Region,Christchurch City.,1/10/2020,2495000,Canterbury Region,Christchurch City,1
6,Sun,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Mt Pleasant.,6,Canterbury Region,Christchurch City.,1/10/2020,2699701,Canterbury Region,Christchurch City,1
10,Sun,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Bishopdale.,10,Canterbury Region,Christchurch City.,1/11/2020,2522100,Canterbury Region,Christchurch City,1
10,Sun,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Lyttelton.,10,Canterbury Region,Christchurch City.,1/11/2020,2709700,Canterbury Region,Christchurch City,1
20,Sun,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Linwood North.,20,Canterbury Region,Christchurch City.,1/08/2021,2612900,Canterbury Region,Christchurch City,1
4,Sun,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Cathedral Square.,4,Canterbury Region,Christchurch City.,1/08/2021,2651700,Canterbury Region,Christchurch City,1
9,Sun,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Cathedral Square.,9,Canterbury Region,Christchurch City.,1/08/2021,2649800,Canterbury Region,Christchurch City,1
9,Sun,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Upper Riccarton.,9,Canterbury Region,Christchurch City.,1/08/2021,2541800,Canterbury Region,Christchurch City,1
14,Sat,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Halswell South.,14,Canterbury Region,Christchurch City.,1/08/2021,2483805,Canterbury Region,Christchurch City,1
14,Sat,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Riccarton.,14,Canterbury Region,Christchurch City.,1/08/2021,2472800,Canterbury Region,Christchurch City,1
14,Sat,Theft and Related Offences,Christchurch City,Theft From Retail Premises,St Albans East.,14,Canterbury Region,Christchurch City.,1/08/2021,2688300,Canterbury Region,Christchurch City,1
14,Sat,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Waltham.,14,Canterbury Region,Christchurch City.,1/08/2021,2623400,Canterbury Region,Christchurch City,1
21,Sat,Acts Intended to Cause Injury,Waimate District,Common Assault,Waimate.,21,Canterbury Region,Waimate District.,1/01/2021,2820300,Canterbury Region,Waimate District,1
22,Sat,Acts Intended to Cause Injury,Christchurch City,Common Assault,Merivale.,22,Canterbury Region,Christchurch City.,1/01/2021,2674101,Canterbury Region,Christchurch City,1
22,Sat,Acts Intended to Cause Injury,Timaru District,Common Assault,Watlington.,22,Canterbury Region,Timaru District.,1/01/2021,2796500,Canterbury Region,Timaru District,1
5,Sat,Acts Intended to Cause Injury,Christchurch City,Common Assault,Mt Pleasant.,5,Canterbury Region,Christchurch City.,1/01/2021,2699207,Canterbury Region,Christchurch City,1
